Name,Raw count,Avg. weight,Viability Ceiling,Abilities,Items,Spreads,Moves,Teammates,Checks and Counters
Charizard, 57355                       , 0.000271327068091         , 81                  ,"['Solar Power 71.863%', 'Blaze 28.137%']","['Choice Specs 45.556%', 'Heavy-Duty Boots 25.511%', 'Choice Scarf 20.050%', 'Sitrus Berry  4.262%', 'Other  4.621%']","['Timid:0/0/0/252/4/252 63.004%', 'Modest:0/0/0/252/4/252 17.872%', 'Timid:4/0/0/252/0/252  6.654%', 'Adamant:12/244/0/0/0/252  4.000%', 'Timid:0/0/0/252/0/252  2.463%', 'Modest:4/0/0/252/0/252  1.155%', 'Other  4.853%']","['Focus Blast 63.786%', 'Scorching Sands 61.308%', 'Weather Ball 45.823%', 'Overheat 44.912%', 'Flamethrower 31.025%', 'Hurricane 27.260%', 'Fire Blast 25.235%', 'Solar Beam 22.831%', 'Roost 22.071%', 'Air Slash 13.524%', 'Defog 11.360%', 'Earthquake  5.202%', 'Belly Drum  4.666%', 'Acrobatics  4.559%', 'Other 16.438%']","['Venusaur +68.153%', 'Torkoal +68.007%', 'Xatu +29.478%', 'Blaziken +28.999%', 'Mamoswine +27.838%', 'Gastrodon +14.775%', 'Hydreigon +13.045%', 'Haxorus +9.535%', 'Rhyperior +8.935%', 'Hatterene +7.751%', 'Aegislash +6.901%', 'Vaporeon +3.702%']",[]
Lucario, 49902                       , 0.000310642283575         , 83                  ,"['Inner Focus 92.623%', 'Justified  3.732%', 'Steadfast  3.644%']","['Life Orb 81.279%', 'Weakness Policy  8.813%', 'Focus Sash  4.491%', 'Choice Band  2.281%', 'Other  3.136%']","['Adamant:0/252/4/0/0/252 51.417%', 'Jolly:8/252/0/0/4/244 14.372%', 'Adamant:76/252/0/0/4/176  8.546%', 'Jolly:0/252/0/0/4/252  7.145%', 'Timid:0/0/0/252/4/252  3.447%', 'Jolly:4/252/0/0/0/252  3.267%', 'Other 11.807%']","['Close Combat 93.693%', 'Extreme Speed 91.661%', 'Swords Dance 87.348%', 'Meteor Mash 66.050%', 'Earthquake 24.505%', 'Crunch  5.338%', 'Flash Cannon  4.893%', 'Bullet Punch  3.962%', 'Vacuum Wave  3.819%', 'Other 18.731%']","['Tangrowth +46.428%', 'Kyurem +42.467%', 'Clefable +40.804%', 'Heatran +37.900%', 'Landorus-Therian +15.444%', 'Umbreon +7.822%', 'Roserade +6.630%', 'Seismitoad +6.321%', 'Milotic +4.851%', 'Spiritomb +4.789%', 'Togekiss +4.273%', 'Slowking-Galar +4.248%']",[]
Vanilluxe, 13086                       , 0.0010750877112           , 86                  ,"['Snow Warning 99.023%', 'Weak Armor  0.955%', 'Ice Body  0.023%']","['Choice Specs 65.282%', 'Icy Rock 31.379%', 'Other  3.339%']","['Rash:0/4/0/252/0/252 45.643%', 'Rash:0/12/0/252/0/244 40.504%', 'Modest:0/0/0/252/4/252  6.363%', 'Modest:0/0/0/252/0/252  2.431%', 'Timid:4/0/0/252/0/252  1.446%', 'Other  3.612%']","['Freeze-Dry 99.861%', 'Blizzard 98.962%', 'Ice Shard 92.432%', 'Aurora Veil 90.620%', 'Other 18.125%']","['Arctozolt +89.599%', 'Tornadus-Therian +32.216%', 'Landorus-Therian +30.115%', 'Heatran +25.240%', 'Garchomp +20.339%', 'Volcarona +17.482%', 'Tapu Fini +13.531%', 'Swampert +12.641%', 'Slowbro +10.515%', 'Victini +10.078%', 'Mandibuzz +9.299%', 'Ferrothorn +2.576%']",[]
Ribombee, 37461                       , 0.000380494763548         , 79                  ,"['Shield Dust 90.833%', 'Honey Gather  6.885%', 'Sweet Veil  2.282%']","['Focus Sash 91.199%', 'Ring Target  3.403%', 'Heavy-Duty Boots  2.590%', 'Other  2.808%']","['Timid:0/0/4/252/0/252 39.941%', 'Timid:0/0/0/252/4/252 35.104%', 'Timid:248/0/0/8/0/252  8.977%', 'Timid:4/0/0/252/0/252  3.864%', 'Timid:252/0/0/4/0/252  3.746%', 'Timid:0/0/0/252/0/252  2.294%', 'Other  6.074%']","['Sticky Web 99.394%', 'Moonblast 98.914%', 'Stun Spore 86.556%', 'U-turn 65.879%', 'Bug Buzz 16.568%', 'Quiver Dance  5.559%', 'Defog  4.987%', 'Trick  4.392%', 'Other 17.751%']","['Tapu Lele +22.676%', 'Diggersby +18.605%', 'Gyarados +18.538%', 'Kartana +15.242%', 'Zapdos-Galar +13.222%', 'Heatran +9.445%', 'Kommo-o +6.284%', 'Conkeldurr +6.040%', 'Jirachi +5.279%', 'Bisharp +5.148%', 'Mamoswine +5.113%', 'Gengar +4.926%']",[]
Salazzle, 37296                       , 0.000378519688331         , 85                  ,"['Corrosion 99.712%', 'Oblivious  0.288%']","['Black Sludge 60.939%', 'Heavy-Duty Boots 24.320%', 'Focus Sash 11.255%', 'Other  3.487%']","['Timid:0/0/0/252/4/252 30.173%', 'Timid:0/0/4/252/0/252 28.919%', 'Timid:252/0/0/4/0/252 17.062%', 'Timid:248/0/0/8/0/252  6.677%', 'Timid:248/0/0/0/8/252  4.396%', 'Modest:0/0/4/252/0/252  3.695%', 'Other  9.079%']","['Toxic 98.639%', 'Flamethrower 89.169%', 'Substitute 65.094%', 'Sludge Wave 52.777%', 'Protect 35.690%', 'Nasty Plot 15.070%', 'Sludge Bomb 11.389%', 'Endeavor 10.045%', 'Knock Off  5.493%', 'Other 16.634%']","['Mamoswine +24.751%', 'Blissey +24.088%', 'Kommo-o +19.759%', 'Tornadus-Therian +16.518%', 'Dragapult +15.952%', 'Slowking +15.835%', 'Tapu Bulu +14.755%', 'Nidoking +10.623%', 'Snorlax +10.359%', 'Celesteela +9.709%', 'Corviknight +9.380%', 'Latias +8.829%']",[]
Mimikyu, 63459                       , 0.000227946348738         , 82                  ,['Disguise 100.000%'],"['Life Orb 77.440%', 'Red Card  6.145%', 'Mental Herb  4.241%', 'Lum Berry  3.297%', 'Razor Claw  2.128%', 'Expert Belt  1.229%', 'Sitrus Berry  0.862%', 'Other  4.658%']","['Jolly:0/252/0/0/4/252 31.504%', 'Adamant:0/252/0/0/4/252 23.404%', 'Jolly:4/252/0/0/0/252 18.878%', 'Jolly:48/112/0/0/96/252  4.150%', 'Adamant:252/252/0/0/0/4  3.166%', 'Brave:252/252/4/0/0/0  2.991%', 'Other 15.907%']","['Play Rough 96.036%', 'Shadow Sneak 89.983%', 'Swords Dance 85.173%', 'Shadow Claw 76.980%', 'Drain Punch 14.601%', 'Trick Room  8.886%', 'Destiny Bond  8.427%', 'Other 19.915%']","['Ditto +11.922%', 'Dragonite +11.861%', 'Rotom-Heat +11.112%', 'Aerodactyl +10.363%', 'Volcarona +8.826%', 'Gengar +8.158%', 'Espeon +8.013%', 'Whimsicott +7.048%', 'Mamoswine +6.829%', 'Conkeldurr +5.667%', 'Stakataka +5.400%', 'Hatterene +5.162%']",[]
Butterfree, 7493                        , 0.00177756840045          , 84                  ,"['Compound Eyes 99.714%', 'Tinted Lens  0.286%']","['Heavy-Duty Boots 98.969%', 'Other  1.031%']","['Modest:4/0/0/252/0/252 96.836%', 'Other  3.164%']","['Quiver Dance 99.951%', 'Hurricane 99.410%', 'Sleep Powder 98.844%', 'Roost 96.983%', 'Other  4.813%']","['Mew +86.795%', 'Dragonite +82.999%', 'Volcarona +81.330%', 'Kartana +77.838%', 'Landorus-Therian +43.135%', 'Frosmoth +10.790%', 'Araquanid +1.194%', 'Durant +1.092%', 'Shuckle +0.629%']",[]
Krookodile, 64142                       , 0.000225851211253         , 80                  ,"['Moxie 58.866%', 'Intimidate 37.180%', 'Anger Point  3.954%']","['Choice Scarf 78.016%', 'Focus Sash  8.422%', 'Lum Berry  4.479%', 'Life Orb  3.423%', 'Leftovers  2.764%', 'Other  2.895%']","['Jolly:0/252/0/0/4/252 63.336%', 'Adamant:0/252/4/0/0/252 10.722%', 'Jolly:0/252/4/0/0/252 10.414%', 'Adamant:0/252/0/0/4/252  5.278%', 'Jolly:4/252/0/0/0/252  2.859%', 'Jolly:0/252/0/0/0/252  2.158%', 'Other  5.233%']","['Earthquake 93.619%', 'Knock Off 92.441%', 'Close Combat 65.921%', 'Stealth Rock 55.501%', 'Stone Edge 52.069%', 'High Horsepower  6.656%', 'Taunt  6.170%', 'Darkest Lariat  6.081%', 'Scale Shot  5.630%', 'Other 15.911%']","['Moltres +17.994%', 'Tapu Fini +14.639%', 'Tapu Lele +13.979%', 'Azumarill +13.519%', 'Rotom-Wash +7.991%', 'Alakazam +7.407%', 'Slowking-Galar +6.828%', 'Blissey +6.080%', 'Melmetal +5.573%', 'Ferrothorn +5.091%', 'Regieleki +4.312%', 'Kingdra +3.876%']",[]
Tsareena, 8649                        , 0.00141248924472          , 86                  ,"['Queenly Majesty 99.997%', 'Leaf Guard  0.003%', 'Sweet Veil  0.000%']","['Choice Band 94.187%', 'Assault Vest  2.393%', 'Other  3.421%']","['Adamant:0/252/4/0/0/252 94.060%', 'Adamant:252/252/0/0/4/0  1.730%', 'Other  4.210%']","['High Jump Kick 97.038%', 'Power Whip 95.743%', 'Triple Axel 94.920%', 'U-turn 87.899%', 'Knock Off 12.519%', 'Other 11.882%']","['Dragonite +87.602%', 'Magnezone +84.676%', 'Dragapult +65.586%', 'Slowking +63.691%', 'Landorus-Therian +56.414%', 'Blissey +6.316%', 'Gyarados +0.646%', 'Kangaskhan +0.570%', 'Wailord +0.567%', 'Gardevoir +0.501%']",[]
Drampa, 3437                        , 0.00352538806871          , 83                  ,"['Berserk 99.463%', 'Cloud Nine  0.533%', 'Sap Sipper  0.004%']","['Life Orb 99.025%', 'Other  0.975%']","['Quiet:248/0/8/252/0/0 57.684%', 'Quiet:252/0/0/252/4/0 41.288%', 'Other  1.028%']","['Hyper Voice 99.628%', 'Roost 99.563%', 'Thunderbolt 99.042%', 'Focus Blast 99.022%', 'Other  2.744%']","['Marowak-Alola +97.904%', 'Hatterene +97.505%', 'Slowbro +90.161%', 'Ferrothorn +77.616%', 'Garchomp +75.970%']",[]
Tentacruel, 22483                       , 0.000553351726098         , 86                  ,"['Liquid Ooze 76.436%', 'Clear Body 18.744%', 'Rain Dish  4.820%']","['Choice Specs 42.794%', 'Black Sludge 39.454%', 'Choice Scarf 10.960%', 'Leftovers  3.605%', 'Other  3.187%']","['Timid:0/0/0/252/4/252 54.098%', 'Bold:252/0/240/0/0/16  8.679%', 'Calm:252/0/0/0/240/16  6.543%', 'Calm:252/0/0/0/252/4  5.847%', 'Bold:204/0/152/0/152/0  5.279%', 'Timid:252/0/0/32/152/72  3.465%', 'Other 16.089%']","['Rapid Spin 86.363%', 'Ice Beam 55.847%', 'Sludge Wave 46.071%', 'Surf 42.840%', 'Scald 35.766%', 'Sludge Bomb 27.209%', 'Toxic Spikes 26.624%', 'Toxic 19.661%', 'Hydro Pump 17.915%', 'Haze 15.782%', 'Knock Off 11.774%', 'Other 14.149%']","['Dragonite +45.124%', 'Porygon-Z +42.603%', 'Mamoswine +40.803%', 'Tapu Koko +32.180%', 'Ferrothorn +32.063%', 'Blacephalon +8.731%', 'Tapu Bulu +7.752%', 'Heracross +7.426%', 'Zapdos-Galar +5.633%', 'Aegislash +5.514%', 'Conkeldurr +4.664%', 'Moltres +3.818%']",[]
Inteleon, 30025                       , 0.000418362860663         , 83                  ,"['Sniper 89.957%', 'Torrent 10.043%']","['Scope Lens 84.543%', 'Focus Sash  8.397%', 'Life Orb  4.049%', 'Other  3.010%']","['Timid:0/0/0/252/4/252 47.002%', 'Modest:0/0/0/252/4/252 34.701%', 'Timid:0/4/0/252/0/252  7.385%', 'Adamant:0/252/0/0/4/252  2.140%', 'Lax:0/4/0/252/0/252  2.127%', 'Timid:0/0/0/252/0/252  1.548%', 'Other  5.097%']","['Focus Energy 85.509%', 'Hydro Pump 68.116%', 'Ice Beam 61.351%', 'Dark Pulse 60.326%', 'Snipe Shot 46.249%', 'Hydro Cannon 31.933%', 'Sucker Punch 11.757%', 'Shadow Ball 10.287%', 'Surf  7.528%', 'Other 16.945%']","['Thundurus-Therian +32.193%', 'Barraskewda +31.748%', 'Pelipper +30.233%', 'Toxtricity +29.434%', 'Tauros +28.863%', 'Klefki +28.514%', 'Tornadus-Therian +27.809%', 'Ferrothorn +18.427%', 'Toxapex +15.110%', 'Hatterene +6.696%', 'Flygon +6.456%', 'Arcanine +6.444%']",[]
Arctovish, 9802                        , 0.00118033701789          , 85                  ,"['Slush Rush 95.768%', 'Water Absorb  4.232%', 'Ice Body  0.000%']","['Choice Band 85.220%', 'Life Orb 10.042%', 'Other  4.738%']","['Adamant:4/252/0/0/0/252 30.558%', 'Jolly:4/252/0/0/0/252 29.831%', 'Naughty:0/252/0/0/0/252 19.888%', 'Naive:0/252/0/4/0/252  5.356%', 'Sassy:248/8/0/0/252/0  3.479%', 'Hasty:4/252/0/0/0/252  2.064%', 'Other  8.826%']","['Fishious Rend 99.992%', 'Icicle Crash 89.056%', 'Crunch 60.849%', 'Psychic Fangs 59.837%', 'Freeze-Dry 35.024%', 'Stone Edge 30.657%', 'Icicle Spear  6.787%', 'Other 17.798%']","['Ninetales-Alola +83.535%', 'Hawlucha +26.329%', 'Arctozolt +25.436%', 'Moltres +24.183%', 'Hatterene +22.022%', 'Volcarona +21.900%', 'Zapdos +18.614%', 'Dragonite +15.303%', 'Rillaboom +13.511%', 'Kartana +12.353%', 'Tornadus-Therian +10.664%', 'Aurorus +7.517%']",[]
Milotic, 44396                       , 0.000269263811323         , 88                  ,"['Competitive 51.225%', 'Marvel Scale 48.330%', 'Cute Charm  0.446%']","['Leftovers 66.310%', 'Flame Orb 25.413%', 'Maranga Berry  2.798%', 'Light Clay  1.158%', 'Other  4.321%']","['Bold:252/0/252/0/4/0 25.460%', 'Calm:248/0/84/0/172/0 18.799%', 'Calm:252/0/0/0/252/0 13.982%', 'Bold:252/0/252/4/0/0 10.564%', 'Calm:252/0/0/4/252/0  4.297%', 'Bold:248/0/252/0/8/0  4.281%', 'Other 22.617%']","['Recover 97.572%', 'Scald 91.973%', 'Toxic 76.728%', 'Ice Beam 41.521%', 'Haze 32.113%', 'Mirror Coat 24.495%', 'Flip Turn  8.165%', 'Surf  4.695%', 'Substitute  4.091%', 'Other 18.646%']","['Corviknight +18.845%', 'Umbreon +17.030%', 'Kommo-o +16.902%', 'Darmanitan +16.782%', 'Rotom-Heat +12.123%', 'Togekiss +10.538%', 'Slowking-Galar +8.975%', 'Metagross +7.294%', 'Zeraora +7.219%', 'Tapu Lele +6.644%', 'Roserade +6.278%', 'Lucario +6.086%']",[]
Mantine, 12412                       , 0.000852835847699         , 85                  ,"['Water Absorb 99.537%', 'Swift Swim  0.463%', 'Water Veil  0.000%']","['Heavy-Duty Boots 96.854%', 'Other  3.146%']","['Bold:252/0/252/0/4/0 52.301%', 'Calm:252/0/96/0/160/0 10.829%', 'Calm:252/0/36/0/220/0  4.961%', 'Calm:252/0/44/0/212/0  4.538%', 'Bold:248/0/164/0/0/96  4.447%', 'Calm:252/0/4/0/252/0  4.306%', 'Other 18.618%']","['Roost 99.123%', 'Scald 98.807%', 'Defog 91.543%', 'Toxic 76.639%', 'Haze 25.902%', 'Other  7.986%']","['Hippowdon +44.686%', ""Sirfetch'd +42.942%"", 'Jirachi +41.451%', 'Ditto +41.264%', 'Dragapult +17.543%', 'Mamoswine +11.945%', 'Tapu Koko +9.177%', 'Salamence +7.926%', 'Thundurus-Therian +7.645%', 'Heatran +6.719%', 'Torkoal +6.704%', 'Nidoking +6.551%']",[]
Stakataka, 20474                       , 0.000480267250548         , 79                  ,['Beast Boost 100.000%'],"['Leftovers 36.461%', 'Air Balloon 27.015%', 'Choice Band 12.844%', 'Life Orb  7.366%', 'Weakness Policy  7.235%', 'Chople Berry  3.116%', 'Iron Ball  1.480%', 'Other  4.483%']","['Lonely:248/252/0/0/8/0 28.250%', 'Lonely:252/252/0/0/4/0 26.588%', 'Brave:252/252/0/0/4/0 22.728%', 'Sassy:252/0/4/0/252/0  8.597%', 'Relaxed:252/0/252/0/4/0  2.711%', 'Lonely:204/252/52/0/0/0  2.387%', 'Other  8.740%']","['Gyro Ball 90.170%', 'Trick Room 77.971%', 'Stone Edge 73.876%', 'Earthquake 63.581%', 'Heat Crash 29.959%', 'Body Press 28.149%', 'Stealth Rock 10.414%', 'Heavy Slam  8.466%', 'Other 17.412%']","['Hatterene +52.102%', 'Marowak-Alola +51.990%', 'Slowbro +40.013%', 'Melmetal +17.318%', 'Porygon2 +14.047%', 'Mandibuzz +13.810%', 'Crawdaunt +9.856%', 'Dragonite +8.263%', 'Mimikyu +7.736%', 'Uxie +4.867%', 'Cresselia +4.676%', 'Bronzong +3.723%']",[]
Aurorus, 6966                        , 0.00144899093409          , 84                  ,"['Snow Warning 95.442%', 'Refrigerate  4.558%']","['Icy Rock 60.986%', 'Focus Sash 14.998%', 'Light Clay 12.361%', 'Assault Vest 10.537%', 'Other  1.117%']","['Calm:248/0/8/0/252/0 51.799%', 'Modest:0/0/0/252/4/252 12.312%', 'Timid:96/0/160/0/0/252 11.998%', 'Calm:112/0/0/144/252/0 10.191%', 'Modest:72/0/144/228/0/64  8.372%', 'Modest:252/0/0/252/4/0  3.245%', 'Other  2.082%']","['Stealth Rock 88.143%', 'Freeze-Dry 87.103%', 'Earth Power 83.611%', 'Toxic 51.852%', 'Aurora Veil 34.056%', 'Blizzard 24.420%', 'Mirror Coat 10.192%', 'Encore  8.749%', 'Other 11.874%']","['Arctozolt +74.660%', 'Azumarill +58.725%', 'Swampert +45.292%', 'Corviknight +43.187%', 'Dragapult +23.411%', 'Scolipede +11.192%', 'Sandslash-Alola +11.072%', 'Polteageist +11.021%', 'Diggersby +10.921%', 'Talonflame +10.778%', 'Ninetales-Alola +10.331%', 'Lapras +10.046%']",[]
Slowbro-Galar, 21890                       , 0.000476536439145         , 84                  ,"['Quick Draw 77.579%', 'Regenerator 22.420%', 'Own Tempo  0.001%']","['Quick Claw 76.552%', 'Assault Vest 13.029%', 'Colbur Berry  3.518%', 'Weakness Policy  2.301%', 'Other  4.600%']","['Modest:252/0/0/252/4/0 19.082%', 'Quiet:252/0/0/252/4/0 15.629%', 'Adamant:188/252/0/0/0/68 13.044%', 'Modest:204/0/0/252/0/52 12.472%', 'Quiet:252/0/168/68/20/0  8.523%', 'Modest:212/0/0/252/0/44  8.241%', 'Other 23.008%']","['Shell Side Arm 58.732%', 'Nasty Plot 47.853%', 'Psychic 47.340%', 'Flamethrower 44.444%', 'Sludge Bomb 31.173%', 'Psyshock 26.120%', 'Focus Blast 23.800%', 'Ice Beam 20.238%', 'Belly Drum 17.917%', 'Drain Punch 16.990%', 'Zen Headbutt 14.658%', 'Earthquake 12.120%', 'Sludge Wave  6.572%', 'Future Sight  5.186%', 'Slack Off  4.476%', 'Fire Blast  4.461%', 'Other 17.920%']","['Zapdos-Galar +13.127%', 'Excadrill +13.014%', 'Rillaboom +12.670%', 'Mamoswine +12.447%', 'Hawlucha +10.234%', 'Ninetales-Alola +9.732%', 'Cloyster +9.648%', 'Tapu Fini +9.120%', 'Bisharp +8.862%', 'Swampert +7.732%', 'Tapu Koko +6.172%', 'Shuckle +5.896%']",[]
Xurkitree, 21272                       , 0.000449894582434         , 84                  ,['Beast Boost 100.000%'],"['Choice Scarf 48.390%', 'Life Orb 30.581%', 'Choice Specs 10.663%', 'Blunder Policy  5.410%', 'Other  4.956%']","['Modest:0/0/0/252/4/252 44.400%', 'Timid:0/0/0/252/4/252 41.437%', 'Timid:4/0/0/252/0/252  5.117%', 'Hasty:0/4/0/252/0/252  1.523%', 'Calm:252/0/0/4/252/0  1.466%', 'Modest:4/0/0/252/0/252  1.119%', 'Other  4.937%']","['Energy Ball 98.908%', 'Dazzling Gleam 97.634%', 'Volt Switch 61.011%', 'Thunderbolt 57.074%', 'Rising Voltage 38.134%', 'Calm Mind 30.391%', 'Other 16.848%']","['Raichu-Alola +28.495%', 'Tapu Koko +27.734%', 'Buzzwole +24.479%', 'Ferrothorn +23.744%', 'Blacephalon +20.871%', 'Nihilego +18.303%', 'Kartana +17.374%', 'Celesteela +17.294%', 'Rotom-Heat +10.629%', 'Mamoswine +8.170%', 'Landorus-Therian +6.209%', 'Ribombee +5.008%']",[]
Metagross, 48561                       , 0.000180042380195         , 85                  ,"['Clear Body 99.090%', 'Light Metal  0.910%']","['Weakness Policy 17.627%', 'Power Herb 15.791%', 'Leftovers 15.374%', 'Choice Band 12.058%', 'Assault Vest 11.367%', 'Life Orb 10.678%', 'Shuca Berry  5.020%', 'Expert Belt  3.192%', 'Air Balloon  1.762%', 'Focus Sash  1.486%', 'Choice Scarf  1.279%', 'Other  4.366%']","['Modest:0/0/0/252/4/252 15.780%', 'Adamant:0/252/0/0/4/252 15.434%', 'Adamant:252/252/0/0/4/0 13.228%', 'Adamant:4/252/0/0/252/0  9.732%', 'Adamant:0/252/4/0/0/252  8.878%', 'Adamant:112/200/196/0/0/0  3.789%', 'Other 33.158%']","['Earthquake 60.091%', 'Meteor Mash 54.871%', 'Ice Punch 54.205%', 'Zen Headbutt 36.027%', 'Bullet Punch 28.059%', 'Agility 18.448%', 'Flash Cannon 16.779%', 'Meteor Beam 15.794%', 'Rock Polish 14.838%', 'Thunder Punch 14.338%', 'Expanding Force 14.296%', 'Gravity 10.486%', 'Stealth Rock  8.624%', 'Trick  7.613%', 'Iron Head  6.703%', 'Explosion  5.522%', 'Hammer Arm  5.485%', 'Cosmic Power  3.552%', 'Psycho Cut  3.428%', 'Toxic  3.369%', 'Other 17.473%']","['Tapu Lele +15.255%', 'Espeon +14.370%', 'Polteageist +14.256%', 'Hawlucha +11.504%', 'Dragonite +10.165%', 'Milotic +9.878%', 'Thundurus-Therian +9.425%', 'Gardevoir +8.245%', 'Salamence +7.378%', 'Porygon2 +6.570%', 'Skarmory +6.568%', 'Claydol +6.383%']",[]
Lopunny, 5224                        , 0.00165078277241          , 86                  ,"['Klutz 98.896%', 'Limber  0.948%', 'Cute Charm  0.157%']","['Assault Vest 98.732%', 'Other  1.268%']","['Jolly:252/4/0/0/0/252 96.642%', 'Other  3.358%']","['U-turn 99.469%', 'Switcheroo 98.972%', 'Healing Wish 98.813%', 'Heal Bell 96.083%', 'Other  6.663%']","['Latias +93.149%', 'Ferrothorn +75.825%', 'Heatran +71.142%', 'Landorus-Therian +58.598%', 'Sylveon +55.971%', 'Clefable +11.048%', 'Primarina +0.829%']",[]
Entei, 21283                       , 0.000395939644953         , 86                  ,"['Inner Focus 67.970%', 'Pressure 32.030%']","['Choice Band 44.701%', 'Weakness Policy 36.391%', 'Heavy-Duty Boots  8.336%', 'Life Orb  4.211%', 'Leftovers  2.637%', 'Other  3.724%']","['Jolly:0/252/0/0/4/252 30.028%', 'Adamant:0/252/0/0/4/252 17.914%', 'Adamant:88/136/0/0/252/32 17.693%', 'Adamant:252/180/0/0/0/76 10.451%', 'Adamant:4/252/0/0/0/252  5.386%', 'Naive:0/252/0/4/0/252  4.403%', 'Other 14.125%']","['Sacred Fire 94.967%', 'Extreme Speed 86.941%', 'Stomping Tantrum 77.106%', 'Stone Edge 45.977%', 'Curse 20.421%', 'Iron Head 15.325%', 'Bulldoze 12.956%', 'Agility 12.621%', 'Flare Blitz 10.872%', 'Crunch  5.738%', 'Other 17.077%']","['Corviknight +15.794%', 'Azelf +15.423%', 'Umbreon +15.284%', 'Kyurem +14.109%', 'Hawlucha +14.045%', 'Seismitoad +13.709%', 'Tapu Koko +12.996%', 'Raikou +11.191%', 'Kartana +10.024%', 'Toxapex +9.689%', 'Starmie +9.154%', 'Torkoal +7.460%']",[]
Slurpuff, 32554                       , 0.000273931359615         , 83                  ,"['Unburden 99.131%', 'Sweet Veil  0.869%']","['Focus Sash 69.270%', 'Sitrus Berry 17.181%', 'Grassy Seed  5.389%', 'Petaya Berry  3.808%', 'Other  4.352%']","['Hasty:0/4/0/252/0/252 55.991%', 'Jolly:4/252/0/0/0/252  7.796%', 'Adamant:4/252/0/0/0/252  7.421%', 'Modest:0/0/0/252/4/252  4.606%', 'Timid:0/0/8/252/0/248  3.681%', 'Timid:0/0/4/252/0/252  2.892%', 'Other 17.613%']","['Sticky Web 75.923%', 'Endeavor 72.121%', 'Flamethrower 62.606%', 'Yawn 57.233%', 'Play Rough 20.528%', 'Belly Drum 17.791%', 'Drain Punch 17.771%', 'Misty Explosion 16.629%', 'Facade  8.963%', 'Draining Kiss  8.578%', 'Calm Mind  7.771%', 'Copycat  6.453%', 'Cotton Guard  4.523%', 'Toxic  4.493%', 'Other 18.617%']","['Nidoking +44.906%', 'Salamence +40.811%', 'Blacephalon +40.259%', 'Bisharp +33.913%', 'Tapu Lele +33.199%', 'Rillaboom +8.148%', 'Grimmsnarl +8.061%', 'Excadrill +7.979%', 'Conkeldurr +6.078%', 'Obstagoon +5.979%', 'Hawlucha +3.640%', 'Darmanitan +3.372%']",[]
Bronzong, 10912                       , 0.000723409648197         , 87                  ,"['Levitate 90.701%', 'Heatproof  9.277%', 'Heavy Metal  0.021%']","['Leftovers 46.975%', 'Focus Sash 18.245%', 'Mental Herb  9.966%', 'Choice Band  8.904%', 'Rocky Helmet  8.219%', 'Colbur Berry  3.176%', 'Other  4.516%']","['Brave:252/252/0/0/4/0 39.473%', 'Careful:252/4/0/0/252/0 35.728%', 'Bold:252/0/32/0/224/0  6.983%', 'Calm:248/0/128/112/20/0  4.322%', 'Sassy:252/4/0/0/252/0  3.360%', 'Sassy:252/0/4/0/252/0  2.007%', 'Other  8.126%']","['Stealth Rock 82.066%', 'Toxic 49.495%', 'Gyro Ball 47.610%', 'Earthquake 38.114%', 'Protect 38.013%', 'Trick Room 37.185%', 'Heavy Slam 27.803%', 'Explosion 26.440%', 'Body Press 18.888%', 'Iron Defense  7.235%', 'Rest  7.021%', 'Grass Knot  5.017%', 'Other 15.112%']","['Hatterene +38.035%', 'Nidoking +26.852%', 'Melmetal +23.782%', 'Mandibuzz +21.057%', 'Urshifu-Rapid-Strike +17.447%', 'Diggersby +16.911%', 'Zapdos +16.662%', 'Rillaboom +16.455%', 'Marowak-Alola +14.223%', 'Mew +13.790%', 'Volcanion +8.594%', 'Salazzle +8.162%']",[]
Sirfetch'd, 13859                       , 0.000571558450425         , 85                  ,"['Scrappy 95.354%', 'Steadfast  4.646%']","['Choice Band 78.710%', 'Leek 18.662%', 'Other  2.628%']","['Adamant:196/252/0/0/6/56 60.871%', 'Adamant:0/252/0/0/4/252 20.599%', 'Adamant:248/252/0/0/8/0  2.803%', 'Adamant:0/252/4/0/0/252  2.784%', 'Adamant:12/252/0/0/0/244  2.605%', 'Adamant:32/252/0/0/0/224  1.957%', 'Other  8.382%']","['Close Combat 98.957%', 'First Impression 89.915%', 'Knock Off 85.930%', 'Poison Jab 81.747%', 'Leaf Blade 17.311%', 'Brave Bird  6.804%', 'Other 19.337%']","['Mantine +61.107%', 'Jirachi +59.527%', 'Ditto +59.300%', 'Hippowdon +55.461%', 'Dragapult +37.424%', 'Krookodile +6.146%', 'Volcanion +5.057%', 'Tapu Bulu +2.494%', 'Regieleki +1.986%', 'Lucario +1.528%', 'Obstagoon +1.495%', 'Noivern +1.472%']",[]
